9.244865174974065125e-01 -7.655710651845833159e-02 3.677883708752912040e-01 -6.477192799306129289e-02
6.046227593000632616e-01 2.879900934749904939e-01 3.156890488516528870e-01 -6.721855766317683667e-01
9.163418420247000373e-01 -1.115426352449077202e-01 3.686396109367914842e-01 -1.094564129038222144e-01
6.020197505225588497e-01 2.221663951114383195e-01 3.077876276111174980e-01 -7.024820916959124695e-01
9.252143994325878751e-01 -6.883139584415119694e-02 3.645373678078875357e-01 -7.970609449997216600e-02
6.037907328217116953e-01 2.667865064914202167e-01 3.164865807878834980e-01 -6.812473523573640000e-01
9.304725423496358339e-01 -2.860070839602446915e-02 3.630272708870825871e-01 -4.017521630218905127e-02
5.867370872791897174e-01 2.857339111212834348e-01 3.477313582307767770e-01 -6.731854313259063582e-01
9.305522937941115291e-01 -5.407179904983500790e-02 3.572812490378893258e-01 -5.915047039506515780e-02
5.471363813029749279e-01 2.754436061592485108e-01 3.439427187712597034e-01 -7.116712768440980330e-01
9.302137696633570041e-01 -5.020928616909331454e-02 3.616070921433539032e-01 -3.770518827303422082e-02
5.852652566009737267e-01 2.625817588916423695e-01 3.549926983510994782e-01 -6.800702783025980303e-01
9.245187734931197276e-01 -4.497159972033458464e-02 3.767727387989862620e-01 -3.584544567002381776e-02
5.893491579482198484e-01 2.664453222221926376e-01 3.374461244182046515e-01 -6.839624064279921090e-01
9.001829764969435654e-01 -2.390907247938245384e-02 4.308248531746845522e-01 -5.906700403178013342e-02
5.910759958314516505e-01 2.927474647083688764e-01 3.430973067699927270e-01 -6.687393566598708317e-01
9.436818368996963136e-01 -1.997034712595082903e-02 3.285016330365677084e-01 -3.394779865605978414e-02
6.133483581198684309e-01 2.872141077616067739e-01 3.174762084609089596e-01 -6.637173381460299559e-01
9.377371213248204551e-01 -2.783480199974693384e-02 3.437331415289156533e-01 -4.149509009191852671e-02
6.194704404226388794e-01 2.640923272503385433e-01 3.114156413325980810e-01 -6.704714121150050499e-01
9.038680151959972431e-01 -2.197098399198552793e-02 4.249607497966138014e-01 -4.413896351719825972e-02
5.969641639540211875e-01 2.585897437148933498e-01 3.524093974214320690e-01 -6.727352733499303294e-01
9.394691146411123794e-01 -5.267126393162408632e-02 3.362846046953773538e-01 -3.919419901163002234e-02
6.051500901684675471e-01 2.671002011969309531e-01 3.018209003406435165e-01 -6.865529804809079595e-01
9.248251261290001413e-01 -3.379904455163130345e-02 3.781011460870715712e-01 -2.440561401643406847e-02
6.213318026091428914e-01 2.585109274771551502e-01 3.017117867553181232e-01 -6.753435341915161594e-01
9.292340070290719956e-01 -2.024550207185258147e-02 3.680253263235914174e-01 -2.591599913118580040e-02
6.253333206284239498e-01 2.322295414756350429e-01 2.997017854150856864e-01 -6.820604943821736432e-01
9.326661897188498473e-01 -1.531505390953921165e-02 3.590175867688186750e-01 -3.171119786075672631e-02
6.093736994116781824e-01 2.461906959719196430e-01 3.193569771414462855e-01 -6.826895025070074396e-01
9.293448960413784876e-01 -2.663300154611790080e-02 3.671466069746338601e-01 -2.849765635096536756e-02
6.054183891539198781e-01 2.387760645859414166e-01 3.181866604104992557e-01 -6.893560866431348577e-01
9.331167229679082631e-01 -6.613442129033735711e-03 3.576897455563972650e-01 -3.615922599611436777e-02
6.263397858895142223e-01 2.714299844087161850e-01 3.230226468196643608e-01 -6.555002714090819582e-01
9.324307474528717998e-01 -3.786726827685241159e-02 3.582552179792342639e-01 -2.814551453392298563e-02
6.334425487559340873e-01 2.833851127489770971e-01 2.939085363916974503e-01 -6.573136142922387792e-01
9.291737752848526766e-01 -3.691641833254387384e-02 3.665785759235072327e-01 -2.989014978691335866e-02
6.184385718119971287e-01 2.411208830715465545e-01 3.326326241119945681e-01 -6.698880428984408386e-01
9.312830104487489491e-01 -3.398556254102241131e-02 3.604012619262897399e-01 -4.083951995584451933e-02
6.129184856641941570e-01 2.915936269302098482e-01 3.248974852923480205e-01 -6.585937372276668977e-01
9.317743366714937858e-01 -2.530408306793544698e-02 3.594958962656566448e-01 -4.380627202400737275e-02
6.258128875542035008e-01 2.748249900314750360e-01 3.012625488370066495e-01 -6.648836975693567242e-01
9.347100131242850329e-01 -1.583581134731601794e-02 3.532555742601770632e-01 -3.573398520014024748e-02
6.179379193075899002e-01 2.671300834820546921e-01 3.241928739563055273e-01 -6.646000502983941960e-01
9.379568293287531278e-01 -3.063320989595105098e-02 3.440996008908825399e-01 -2.990079319613548475e-02
6.129341024047382236e-01 2.997902513438258087e-01 3.314284961852093647e-01 -6.516078139685822501e-01
9.388050645928274207e-01 -3.195405560964600933e-02 3.411431256745367513e-01 -3.528961362724467032e-02
6.312386625642960603e-01 2.846795843203109855e-01 3.052577101123517545e-01 -6.536918353262624048e-01
