9.244535963938285139e-01 -7.446872178050675806e-02 3.697248836482452949e-01 -5.606663894139721216e-02
6.106231945776920966e-01 2.908158935175226278e-01 3.148037712318684789e-01 -6.659309393169327018e-01
9.166597047210589544e-01 -1.093769567228178169e-01 3.709417915857702863e-01 -1.008655259932468018e-01
6.082097749960839739e-01 2.249662973521321385e-01 3.075316768427713843e-01 -6.963442413010666465e-01
9.253302304479223972e-01 -6.675450498358176388e-02 3.664265959242097859e-01 -7.098838273258308018e-02
6.098417387266231726e-01 2.696330269057755080e-01 3.158029184617318630e-01 -6.750256300316094249e-01
9.302920733025088484e-01 -2.659664662890376050e-02 3.645073913637622565e-01 -3.136300973761542432e-02
5.927033449591078140e-01 2.888732656488688377e-01 3.468436191319351214e-01 -6.670490875003907139e-01
9.305135510612784211e-01 -5.209415555344919235e-02 3.590165329449709342e-01 -5.037717062990920008e-02
5.534396354597624912e-01 2.786537617643177200e-01 3.431508616495695385e-01 -7.059066065039466542e-01
9.299827502960252845e-01 -4.821982369951777203e-02 3.632771465657503862e-01 -2.892486019454486301e-02
5.912516590193460653e-01 2.657979727467063014e-01 3.543199079109007887e-01 -6.739661091246522684e-01
9.242593745002813943e-01 -4.284083747018509192e-02 3.783853750142802674e-01 -2.708836038788905998e-02
5.953979811163070401e-01 2.695033538061868406e-01 3.367500807181569300e-01 -6.778411093362201045e-01
9.000934674741308816e-01 -2.123120733697000245e-02 4.322480075354003248e-01 -5.042465296942043318e-02
5.970179278161700243e-01 2.958332721907526164e-01 3.421462014014799990e-01 -6.625618807308009117e-01
9.435009656470169093e-01 -1.830246630957898732e-02 3.299139351063629655e-01 -2.505479939587812455e-02
6.192691765210824872e-01 2.900329853671468894e-01 3.165970555483354487e-01 -6.573833423718954405e-01
9.375937746994769117e-01 -2.601217392286344146e-02 3.452182884269454632e-01 -3.264374041318378328e-02
6.254268903770499044e-01 2.668578803638241848e-01 3.107611941729662708e-01 -6.641201372321219321e-01
9.036547304040514206e-01 -1.936988685532168436e-02 4.263505812648791804e-01 -3.546995287130619290e-02
6.028820375710404189e-01 2.617572824073932658e-01 3.517771025303063626e-01 -6.665352533934487678e-01
9.392797975722942949e-01 -5.091969668398410587e-02 3.379916344110272530e-01 -3.036941603526487760e-02
6.112676707026957201e-01 2.698201155925321060e-01 3.011441922779422020e-01 -6.803389709788781881e-01
9.244771304766103981e-01 -3.167181655359768006e-02 3.795979821425902734e-01 -1.563020202047596049e-02
6.273363664258844175e-01 2.611933370048327707e-01 3.011169499998957444e-01 -6.689960437002663296e-01
9.289311321655000508e-01 -1.821339128324483622e-02 3.694088340359527045e-01 -1.709787729174154502e-02
6.313637030313732357e-01 2.348979801669129619e-01 2.993570536965017292e-01 -6.757130809819845707e-01
9.324334564384710866e-01 -1.336131309389865587e-02 3.603697553581650670e-01 -2.286840724030800992e-02
6.154049340240906885e-01 2.490578280338666961e-01 3.188668913114151016e-01 -6.764398503187488698e-01
9.290573347631941870e-01 -2.460537132936125443e-02 3.685911497613958421e-01 -1.968778154151405377e-02
6.115006513039873415e-01 2.416470271088870247e-01 3.177673729018238857e-01 -6.831526655611533938e-01
9.329376958581865331e-01 -4.666942532983414660e-03 3.589707802808131953e-01 -2.730300713832817250e-02
6.321572847213057234e-01 2.742706117762570561e-01 3.222897398898881272e-01 -6.490624950275372118e-01
9.321354871382993013e-01 -3.592361724014300761e-02 3.598042467784144383e-01 -1.933471856652855397e-02
6.393297359527505552e-01 2.859566828236914104e-01 2.930812732202050519e-01 -6.508376384035270412e-01
9.288850367543465270e-01 -3.489143798327844215e-02 3.681170343598502148e-01 -2.109561716196155928e-02
6.243307292685287280e-01 2.440782510522142568e-01 3.321810321335321725e-01 -6.635455596603901940e-01
9.311042659110123632e-01 -3.200509887738046955e-02 3.619317119195746835e-01 -3.203054097466379035e-02
6.187900965966055544e-01 2.944729194885735701e-01 3.239710570354250585e-01 -6.522478595175216221e-01
9.316354559908422983e-01 -2.332901357332162889e-02 3.609533546922767955e-01 -3.498299590975885442e-02
6.317469150120977872e-01 2.774831235904581805e-01 3.005125855712013072e-01 -6.584763757406115747e-01
9.345198430170709170e-01 -1.393143404349593203e-02 3.546208775322707840e-01 -2.688143171564584544e-02
6.238298209110176851e-01 2.700047006078883927e-01 3.235005040455648517e-01 -6.582410197443163691e-01
9.377051831802162285e-01 -2.882222627059595477e-02 3.455938712958478987e-01 -2.105100549884728056e-02
6.187462685470616064e-01 3.027188294405465663e-01 3.304185815147659966e-01 -6.452425330455225927e-01
9.386035886174467491e-01 -3.016384924887815372e-02 3.426579747759415095e-01 -2.643781298427995419e-02
6.370808671683451108e-01 2.873512919896561435e-01 3.044105012943060795e-01 -6.472182401490658155e-01
